# === Measurement Header ===
# Radar Frequency: 17GHz
# Site Name: 
# Radar Angle: 
# Measurement ID: 1
# Polarization: 
# Timestamp: 2024-11-11T08:39:57.848271
# Device Number: 600230001
# Frontend Connected: 4262920193
# Firmware Version: 66821
# Firmware Revision: 129043
# Firmware Date: 420087783
# Min Frequency: 16500000
# Max Frequency: 18500000
# Signal Type: 3
# TX Channel Selection: 1
# RX Channel Selection: 15
# TX Power Setting: 15
# RX Power Setting: 0
# Ramp Init: 1000
# Ramp Time: 102400
# Ramp Reset: 27100
# Ramp Delay: 0
# Radar Cube: 2
# Processing: 1
# Range Window Function: 2
# Min Range Bin: 0
# Max Range Bin: 1023
# Trigger Threshold: 90
# RX Channels: 15
# ==========================

# Comments: 
# ==========================

# Chirp Number: 1
# Timestamp: 2024-11-11T08:39:57.848350
1516, -698, -2202, -1036
806, -760, -2114, -574
192, -434, -1990, -220
-62, 184, -1872, 0
80, 762, -1794, 134
558, 1090, -1798, 370
1150, 1126, -1792, 654
1566, 828, -1736, 990
1694, 360, -1590, 1338
1490, -92, -1294, 1676
1128, -370, -848, 2006
732, -444, -226, 2278
424, -350, 562, 2360
212, -108, 1390, 2178
154, 136, 2172, 1726
232, 368, 2760, 992
362, 560, 3002, 94
542, 688, 2852, -834
780, 754, 2430, -1672
1088, 728, 1772, -2270
1302, 528, 982, -2408
1394, 216, 278, -2202
1354, -132, -190, -1794
1138, -436, -358, -1392
812, -576, -226, -1258
440, -592, -24, -1360
100, -476, 32, -1726
-158, -228, -208, -2118
-254, 126, -814, -2430
-152, 484, -1646, -2522
92, 718, -2522, -2228
372, 796, -3396, -1632
632, 718, -4124, -682
744, 596, -4456, 548
704, 522, -4364, 1984
652, 616, -3698, 3370
670, 824, -2460, 4332
908, 986, -866, 4712
1344, 996, 854, 4578
1852, 804, 2438, 3864
2266, 332, 3578, 2732
2440, -354, 4188, 1476
2254, -1038, 4286, 276
1780, -1640, 4014, -730
1118, -2006, 3676, -1486
430, -2194, 3318, -2182
-210, -2156, 2884, -2766
-882, -2020, 2342, -3338
-1684, -1698, 1624, -3878
-2432, -1102, 768, -4244
-2918, -212, -190, -4314
-3000, 880, -1202, -4182
-2654, 2058, -2252, -3918
-1826, 3134, -3298, -3474
-668, 3832, -4278, -2808
718, 4060, -5112, -1828
2040, 3762, -5656, -590
3044, 3040, -5738, 876
3728, 2060, -5276, 2314
4074, 956, -4334, 3604
4140, -92, -2952, 4546
3978, -1080, -1386, 5006
3526, -2030, 184, 4916
2782, -2752, 1638, 4406
1942, -3264, 2800, 3594
970, -3460, 3614, 2538
62, -3388, 4106, 1448
-814, -3228, 4302, 424
-1726, -2992, 4316, -608
-2672, -2578, 4124, -1560
-3462, -1826, 3700, -2382
-4060, -824, 3080, -3146
-4402, 400, 2346, -3780
-4386, 1762, 1542, -4356
-3906, 3268, 564, -4920
-2856, 4612, -678, -5258
-1358, 5404, -1996, -5168
322, 5608, -3288, -4604
2060, 5324, -4462, -3620
3648, 4574, -5302, -2400
4988, 3408, -5844, -1028
5878, 1846, -5974, 280
6106, 178, -5642, 1538
5686, -1432, -4948, 2620
4840, -2836, -4010, 3588
3668, -3886, -2874, 4340
2434, -4438, -1572, 4660
1248, -4652, -302, 4576
122, -4624, 836, 4208
-976, -4474, 1828, 3658
-2158, -4258, 2728, 3006
-3434, -3784, 3474, 2188
-4644, -2878, 4038, 1222
-5718, -1558, 4512, 84
-6396, 178, 4680, -1288
-6290, 2016, 4312, -2530
-5540, 3774, 3484, -3662
-4310, 5398, 2286, -4584
-2648, 6528, 960, -5084
-660, 7150, -460, -5172
1538, 7182, -1850, -4906
3726, 6592, -3116, -4344
5650, 5410, -4196, -3488
6898, 3654, -4772, -2448
7536, 1636, -4998, -1344
7692, -600, -5058, -290
7150, -2792, -4906, 672
5912, -4610, -4584, 1470
4202, -5980, -4122, 2108
2186, -6750, -3574, 2556
46, -6800, -2948, 2870
-2110, -6262, -2344, 3242
-3958, -5216, -1608, 3614
-5160, -3794, -742, 3822
-5882, -2246, 198, 3872
-6282, -716, 1310, 3744
-6374, 740, 2408, 3252
-6116, 2230, 3326, 2422
-5516, 3812, 4012, 1286
-4480, 5310, 4300, -78
-2940, 6392, 4114, -1432
-1020, 6998, 3538, -2606
1072, 7108, 2614, -3584
3088, 6640, 1388, -4142
4746, 5654, 140, -4260
6100, 4218, -988, -4038
7166, 2440, -1954, -3670
7826, 270, -2794, -3268
7568, -1952, -3378, -2768
6348, -3866, -3824, -2208
4580, -5404, -4230, -1632
2404, -6384, -4692, -992
34, -6644, -5128, -148
-2176, -6030, -5264, 898
-3864, -4748, -5018, 1938
-4826, -3090, -4448, 2862
-5130, -1416, -3606, 3610
-5054, -20, -2670, 4114
-4674, 1118, -1666, 4316
-4184, 2034, -670, 4276
-3596, 2842, 366, 4074
-2836, 3466, 1320, 3632
-1964, 3908, 2020, 2998
-1062, 4164, 2456, 2302
-248, 4226, 2680, 1632
516, 4186, 2736, 1126
1338, 4140, 2926, 744
2444, 4034, 3458, 230
3580, 3532, 4016, -630
4500, 2594, 4330, -1900
5138, 1252, 4082, -3706
5232, -278, 3014, -5594
4712, -1628, 1214, -6858
3790, -2644, -1194, -7386
2640, -3378, -3860, -7134
1424, -3752, -6262, -6012
242, -3820, -8350, -4218
-954, -3606, -9698, -1870
-1938, -3018, -10110, 664
-2624, -2230, -9596, 3024
-2968, -1392, -8380, 5150
-3136, -586, -6744, 6992
-3136, 134, -4636, 8298
-3034, 798, -2210, 8892
-2822, 1326, 318, 8708
-2610, 1746, 2650, 7800
-2418, 2216, 4620, 6458
-2152, 2806, 6024, 4742
-1748, 3296, 6672, 2878
-1136, 3850, 6826, 1074
-172, 4436, 6740, -688
1116, 4766, 6304, -2334
2468, 4590, 5432, -3758
3724, 3890, 4212, -4984
4664, 2782, 2664, -5934
5272, 1402, 780, -6676
5540, -162, -1358, -6984
5154, -1682, -3438, -6524
4212, -2938, -5178, -5474
2942, -3848, -6594, -4112
1472, -4382, -7770, -2572
40, -4434, -8554, -896
-1142, -4036, -8666, 840
-2130, -3490, -8456, 2664
-3028, -2886, -7878, 4666
-3972, -2138, -6710, 6650
-4652, -1184, -4814, 7888
-4934, 24, -2538, 8380
-4964, 1496, -178, 8414
-4570, 2968, 2146, 7870
-3764, 4156, 4064, 6796
-2680, 4952, 5538, 5314
-1458, 5576, 6620, 3478
-108, 5888, 7008, 1526
1468, 5900, 6832, -406
3262, 5528, 6176, -2258
4900, 4540, 4962, -3730
6204, 3030, 3452, -4802
6848, 1092, 1762, -5478
6660, -1022, 0, -5644
5584, -2732, -1534, -5220
4066, -3840, -2718, -4490
2450, -4474, -3686, -3686
834, -4624, -4428, -2920
-604, -4414, -5160, -2180
-1956, -3878, -5964, -1348
-3022, -3052, -6686, -258
-3674, -2030, -6974, 1150
-3938, -942, -6754, 2698
-3982, 124, -6000, 4312
-3874, 1158, -4804, 5686
-3460, 2072, -3310, 6480
-2868, 2810, -1692, 6728
-2070, 3374, -152, 6618
-1204, 3724, 1298, 6264
-364, 3842, 2616, 5640
424, 3818, 3828, 4756
1172, 3748, 5038, 3640
1896, 3556, 5958, 2168
2542, 3206, 6332, 478
3172, 2698, 6094, -1380
3818, 2038, 5214, -3130
4284, 1144, 3760, -4506
4500, 90, 1926, -5294
4410, -1144, -24, -5494
3922, -2358, -1854, -5156
2944, -3300, -3338, -4292
1580, -3948, -4410, -3232
-40, -4166, -5222, -2038
-1640, -3832, -5752, -864
-2822, -3010, -5844, 254
-3556, -1866, -5710, 1368
-3908, -596, -5468, 2516
-3850, 670, -4928, 3670
-3434, 1762, -3964, 4608
-2714, 2620, -2646, 5422
-1868, 3262, -984, 5856
-918, 3606, 708, 5534
42, 3660, 2066, 4582
1060, 3464, 2910, 3360
1968, 3068, 3180, 2112
2580, 2396, 2964, 1072
2800, 1588, 2532, 352
2730, 838, 2024, -82
2590, 236, 1590, -418
2458, -258, 1204, -626
2224, -692, 772, -726
1824, -1046, 416, -780
1276, -1322, 136, -776
634, -1412, -126, -734
42, -1254, -292, -652
-330, -932, -388, -616
-512, -542, -536, -718
-578, -270, -846, -912
-574, 34, -1356, -970
-492, 296, -1902, -824
-298, 494, -2288, -508
-48, 500, -2596, -66
90, 410, -2802, 540
56, 346, -2846, 1206
20, 400, -2644, 1858
68, 512, -2194, 2406
278, 538, -1516, 2832
524, 408, -782, 2872
568, 132, -116, 2482
332, -184, 308, 1910
-168, -348, 352, 1346
-716, -198, 60, 948
-1080, 264, -360, 846
-1162, 904, -736, 1038
-870, 1536, -966, 1454
-336, 2070, -1098, 2074
336, 2328, -910, 2856
1058, 2350, -206, 3634
1722, 2132, 1172, 4082
2300, 1750, 2864, 3874
2720, 1252, 4426, 2858
3074, 684, 5608, 1110
3414, -64, 6002, -1246
3474, -1016, 5312, -3696
3074, -2064, 3570, -5640
2264, -2942, 1122, -6624
1128, -3540, -1622, -6638
-148, -3666, -3966, -5720
-1374, -3316, -5704, -4254
-2332, -2680, -7038, -2536
-3016, -1832, -7906, -578
-3260, -942, -7944, 1492
-3298, -140, -7184, 3390
-3322, 676, -5924, 4986
-3308, 1590, -4308, 6114
-2990, 2606, -2610, 6520
-2268, 3580, -1164, 6408
-1012, 4364, -90, 6188
580, 4636, 762, 6058
2014, 4282, 1644, 5960
3136, 3482, 2886, 5926
3882, 2488, 4568, 5704
4166, 1542, 6404, 4842
4374, 610, 8418, 3170
4438, -278, 9840, 686
4218, -1014, 9976, -2224
3866, -1742, 8996, -5298
3538, -2580, 6888, -8220
3006, -3614, 3728, -10460
1990, -4600, -66, -11500
536, -5162, -3970, -11082
-1254, -5238, -7608, -9492
-3092, -4628, -10784, -6882
-4352, -3340, -12614, -3438
-4824, -1752, -12902, 286
-4712, -214, -12062, 3902
-4232, 1082, -10336, 6982
-3564, 1956, -7874, 9142
-2880, 2538, -5090, 10332
-2310, 3082, -2254, 10814
-1646, 3512, 396, 10452
-788, 3814, 2686, 9416
264, 3968, 4660, 8130
1416, 3846, 6392, 6688
2554, 3494, 8098, 5160
3370, 2854, 9448, 3236
3810, 2130, 9956, 1092
4108, 1500, 9940, -1294
4532, 922, 9422, -3880
5136, 158, 8202, -6566
5656, -1076, 6060, -9064
5724, -2732, 2938, -10844
5052, -4640, -960, -11626
3550, -6268, -4872, -11022
1446, -7124, -8058, -9002
-1054, -7416, -10756, -6148
-3616, -6890, -12418, -2748
-5444, -5420, -12498, 762
-6484, -3434, -11408, 3958
-6774, -1344, -9424, 6564
-6514, 566, -6886, 8488
-5764, 2090, -4094, 9386
-4814, 3182, -1528, 9348
-3794, 3994, 638, 8700
-2742, 4562, 2300, 7640
-1604, 4984, 3540, 6546
-294, 5318, 4688, 5566
1126, 5428, 5740, 4556
2592, 5226, 6788, 3338
3896, 4676, 7652, 1752
4974, 3868, 8040, -138
5880, 2852, 7888, -2314
6814, 1624, 7040, -4772
7830, 36, 5328, -7288
8348, -1844, 2704, -8982
8068, -3916, -486, -9500
6994, -5946, -3672, -8742
5138, -7844, -6368, -6968
2578, -9548, -8492, -4546
-758, -10754, -9900, -1676
-4406, -10690, -10148, 1324
-7590, -9184, -9136, 4000
-9918, -6560, -7164, 6066
-10932, -3398, -4574, 7166
-10760, -288, -1874, 7204
-9972, 2538, 484, 6402
-8830, 4958, 2098, 5088
-7258, 6874, 2896, 3642
-5234, 8420, 3040, 2270
-2738, 9724, 2722, 1218
306, 10464, 2108, 554
3516, 10242, 1420, 276
6476, 9082, 884, 314
9012, 7142, 674, 520
10958, 4490, 842, 596
12106, 1446, 1172, 408
12432, -1968, 1440, -132
11782, -5404, 1384, -910
9966, -8286, 936, -1606
7246, -10574, 36, -1986
3866, -12154, -1020, -1956
118, -12898, -1986, -1412
-3608, -12448, -2534, -564
-6970, -10972, -2594, 350
-9948, -8750, -2194, 1138
-12088, -5864, -1436, 1576
-12908, -2654, -668, 1544
-12612, 524, -34, 1110
-11590, 3668, 262, 386
-9800, 6524, 140, -416
-7324, 8894, -568, -1006
-4374, 10272, -1550, -1276
-1266, 10702, -2584, -1074
1690, 10432, -3544, -390
4388, 9584, -4186, 730
6800, 8266, -4350, 2152
8890, 6544, -3950, 3640
10944, 4394, -2814, 5064
12516, 1628, -1070, 5930
12904, -1584, 892, 5830
12092, -5010, 2636, 4890
10130, -8244, 3852, 3388
7200, -10984, 4344, 1630
3536, -12906, 4064, 22
-408, -13508, 3242, -1118
-4240, -12806, 2130, -1634
-7624, -11094, 1044, -1648
-10414, -8556, 312, -1310
-12372, -5406, 18, -928
-13072, -1932, 114, -738
-12592, 1556, 308, -930
-11026, 4714, 290, -1436
-8612, 7180, -68, -2090
-5748, 8814, -950, -2618
-2698, 9632, -2286, -2756
298, 9580, -3752, -2266
2838, 8706, -4956, -1198
4820, 7328, -5620, 318
6254, 5722, -5710, 2032
7094, 4106, -5210, 3572
7698, 2568, -4164, 4864
8132, 1068, -2758, 5650
8462, -532, -1170, 6004
8582, -2368, 448, 5874
8088, -4292, 1828, 5172
7024, -6350, 2810, 4296
5398, -8436, 3406, 3320
3048, -10034, 3612, 2364
174, -10936, 3584, 1666
-3164, -11066, 3530, 1052
-6686, -10172, 3578, 536
-9812, -8042, 3708, -64
-11930, -4886, 3834, -872
-12536, -1236, 3726, -1868
-11810, 2444, 3224, -3146
-10000, 5582, 2162, -4330
-7262, 7946, 522, -5138
-3994, 9300, -1474, -5314
-652, 9406, -3422, -4744
2364, 8476, -5166, -3530
4646, 6884, -6542, -1850
5918, 4934, -7196, 146
6178, 3004, -7054, 2182
5960, 1508, -6246, 3892
5756, 542, -4996, 5282
5772, -126, -3488, 6280
5882, -850, -1842, 6682
6088, -1874, -224, 6674
6206, -3358, 1300, 6444
5814, -5194, 2688, 5932
4546, -7036, 3788, 5120
2362, -8578, 4604, 4180
-586, -9484, 5302, 3114
-3752, -9226, 5738, 1884
-6656, -7914, 6028, 572
-8896, -5690, 6040, -804
-10070, -2868, 5586, -2224
-10098, 116, 4714, -3526
-9052, 2932, 3506, -4584
-7098, 5198, 1912, -5278
-4628, 6578, 154, -5496
-1928, 7168, -1822, -5286
676, 6928, -3714, -4532
2626, 5846, -5026, -3190
3790, 4352, -5796, -1534
4182, 2836, -5846, 168
4004, 1630, -5334, 1552
3706, 866, -4734, 2552
3554, 530, -4292, 3374
3714, 334, -3830, 4114
4122, 22, -3162, 4870
4728, -684, -2150, 5700
5166, -1890, -806, 6388
5038, -3542, 776, 6678
4114, -5250, 2354, 6550
2392, -6694, 3892, 6110
128, -7462, 5386, 5376
-2272, -7258, 6674, 4152
-4588, -6416, 7906, 2438
-6542, -4924, 8778, 154
-7604, -2942, 8654, -2358
-7938, -720, 7602, -4804
-7568, 1538, 5692, -6870
-6364, 3512, 3110, -7980
-4582, 5040, 212, -8208
-2430, 5932, -2568, -7538
-262, 6006, -4888, -6102
1680, 5376, -6532, -4086
3090, 4232, -7338, -1820
3924, 2846, -7490, 496
4170, 1468, -6990, 2596
3838, 272, -5800, 4208
3204, -492, -4214, 5304
2594, -784, -2500, 5822
2250, -816, -914, 5922
2294, -832, 416, 5766
2600, -1078, 1526, 5572
2828, -1700, 2570, 5470
2764, -2530, 3668, 5196
2204, -3292, 4748, 4556
1304, -3990, 5934, 3482
26, -4588, 7076, 1934
-1470, -4820, 7734, -90
-3078, -4592, 7578, -2352
-4550, -3824, 6534, -4336
-5612, -2478, 4798, -5738
-6100, -740, 2658, -6480
-5884, 1180, 544, -6558
-4936, 2978, -1546, -6080
-3348, 4340, -3442, -5114
-1470, 4948, -4880, -3694
278, 4768, -5756, -1970
1602, 4000, -5976, -106
2408, 3036, -5518, 1804
2782, 2136, -4442, 3430
2864, 1402, -3014, 4540
2840, 866, -1442, 5074
2828, 502, 104, 5100
2952, 220, 1620, 4808
3172, -148, 2930, 4022
3300, -758, 3808, 2876
3290, -1676, 4284, 1594
2966, -2964, 4442, 382
2024, -4068, 4124, -574
646, -4636, 3576, -1200
-1004, -4630, 3012, -1650
-2554, -4036, 2484, -2010
-3686, -2894, 1902, -2510
-4184, -1578, 1146, -2850
-4096, -322, 104, -2934
-3662, 760, -1096, -2624
-3006, 1598, -2102, -1698
-2250, 2090, -2494, -418
-1436, 2324, -2100, 856
-702, 2410, -1180, 1674
-92, 2292, -100, 1912
374, 2108, 840, 1656
788, 1960, 1510, 1148
1156, 1814, 1816, 582
1578, 1700, 1896, 104
2112, 1436, 1844, -332
2596, 892, 1760, -762
2826, 186, 1572, -1190
2792, -582, 1178, -1596
2434, -1304, 610, -1868
1804, -1860, -40, -1836
1082, -2184, -684, -1540
316, -2322, -1204, -1048
-420, -2260, -1428, -394
-1068, -1950, -1338, 260
-1476, -1478, -1002, 698
-1632, -862, -586, 934
-1498, -244, -176, 1064
-1144, 162, 162, 1112
-734, 332, 450, 1128
-486, 266, 714, 1036
-468, 96, 1008, 1018
-618, 18, 1230, 1038
-726, 126, 1532, 944
-756, 330, 2018, 818
-640, 576, 2540, 460
-412, 764, 2956, -100
-192, 820, 3210, -852
-32, 812, 3146, -1738
102, 778, 2740, -2546
242, 734, 2020, -3222
346, 758, 1136, -3686
434, 772, 140, -3816
566, 772, -864, -3614
772, 754, -1792, -3226
1034, 682, -2666, -2652
1202, 544, -3348, -1876
1292, 334, -3718, -952
1384, 162, -3842, 94
1416, 6, -3612, 1102
1436, -170, -3098, 1952
1530, -388, -2414, 2744
1648, -740, -1552, 3378
1680, -1186, -520, 3780
1528, -1722, 676, 3964
1068, -2302, 1934, 3832
294, -2776, 3162, 3410
-658, -3022, 4190, 2654
-1660, -2968, 4926, 1594
-2682, -2526, 5442, 394
-3592, -1772, 5742, -1038
-4224, -782, 5554, -2498
-4476, 338, 4914, -3718
-4430, 1702, 3948, -4834
-4008, 3236, 2682, -5918
-2942, 4650, 1132, -6558
-1290, 5746, -666, -6762
862, 6340, -2630, -6446
3282, 6208, -4482, -5586
5378, 5178, -5906, -4178
6800, 3424, -6800, -2434
7554, 1270, -7302, -480
7470, -1072, -7272, 1618
6602, -3158, -6568, 3574
5134, -4680, -5172, 5122
3306, -5732, -3360, 6188
1392, -6284, -1308, 6782
-444, -6276, 788, 6854
-2158, -5770, 2844, 6428
-3744, -4914, 4848, 5594
-4938, -3696, 6544, 4280
-5660, -2232, 7872, 2450
-5964, -748, 8744, 240
-5772, 632, 8808, -2154
-5318, 1824, 7890, -4446
-4562, 2778, 6118, -6160
-3754, 3856, 3916, -7508
-2762, 5130, 1402, -8340
-1296, 6252, -1178, -8386
588, 6782, -3462, -7540
2646, 6712, -5170, -6088
4628, 6106, -6316, -4186
6406, 4922, -6748, -2262
7802, 3222, -6674, -564
8574, 1108, -6212, 846
8574, -1238, -5540, 1916
7770, -3676, -4832, 2878
6080, -5874, -4046, 3818
3728, -7288, -3086, 4674
1160, -7752, -1828, 5336
-1222, -7392, -306, 5758
-3092, -6438, 1488, 5806
-4310, -5172, 3304, 5344
-5208, -3850, 5074, 4356
-5786, -2528, 6582, 2840
-6000, -1280, 7392, 874
-6126, -56, 7426, -1384
-6068, 1250, 6618, -3538
-5836, 2608, 5032, -5118
-5284, 4058, 3136, -5976
-4214, 5586, 1296, -6154
-2592, 6984, -200, -5844
-338, 8032, -1470, -5392
2398, 8448, -2610, -4844
5156, 7886, -3596, -4088
7776, 6416, -4456, -3166
9766, 4092, -5086, -2036
10426, 1288, -5188, -836
9886, -1612, -4906, 230
8614, -4336, -4538, 1152
6626, -6478, -4126, 1978
4198, -7782, -3616, 2680
1734, -8274, -3000, 3298
-572, -8056, -2218, 3918
-2572, -7308, -1232, 4486
-4176, -6224, 80, 4814
-5262, -4956, 1642, 4788
-5992, -3630, 3164, 4252
-6598, -2400, 4598, 3250
-7178, -1082, 5676, 1772
-7830, 482, 6232, -8
-8118, 2478, 6140, -1764
-7670, 4794, 5418, -3328
-6244, 7082, 4208, -4550
-3802, 9162, 2636, -5478
-406, 10736, 856, -6016
3602, 11170, -1042, -5984
7574, 10220, -2782, -5452
10666, 7894, -4150, -4418
12496, 4596, -5000, -3160
13082, 850, -5520, -1816
12324, -3096, -5772, -400
10424, -6548, -5604, 1102
7510, -8952, -4920, 2446
4022, -10258, -3828, 3518
560, -10546, -2468, 4248
-2526, -9786, -1018, 4512
-4828, -8242, 372, 4276
-6154, -6280, 1564, 3650
-6896, -4450, 2506, 2778
-7414, -2838, 3132, 1816
-7768, -1400, 3350, 862
-8098, 46, 3296, 28
-8198, 1786, 3072, -698
-7856, 3854, 2720, -1294
-6696, 6042, 2240, -1802
-4662, 8268, 1700, -2242
-1712, 10028, 1130, -2532
1834, 10774, 516, -2752
5668, 10380, -160, -2996
9056, 8722, -998, -3062
11398, 5970, -1914, -2854
12526, 2514, -2828, -2310
12254, -1132, -3504, -1444
10608, -4364, -3742, -348
8210, -6788, -3480, 822
5444, -8492, -2794, 1776
2628, -9358, -1846, 2334
-38, -9366, -892, 2456
-2398, -8648, 0, 2194
-4338, -7500, 674, 1760
-5952, -6018, 1136, 1278
-6994, -4264, 1416, 698
-7438, -2440, 1534, 100
-7574, -660, 1458, -510
-7380, 1104, 1060, -1080
-6832, 2730, 464, -1452
-5956, 4366, -278, -1524
-4670, 5844, -974, -1254
-2910, 6942, -1440, -742
-794, 7830, -1560, -166
1660, 8234, -1350, 384
4266, 7990, -918, 740
6856, 6992, -480, 874
8862, 5160, -92, 744
10152, 2716, 148, 506
10578, -76, 216, 276
9866, -2810, 188, 168
8236, -5122, 166, 74
6052, -6830, 204, -10
3618, -7934, 306, -56
1078, -8508, 454, -198
-1414, -8386, 496, -466
-3622, -7562, 448, -822
-5352, -6204, 178, -1238
-6446, -4444, -380, -1506
-6864, -2660, -1032, -1488
-6820, -1058, -1556, -1218
-6658, 432, -1876, -690
-6388, 1842, -1914, -210
-5896, 3350, -1828, 124
-4964, 4840, -1726, 358
-3500, 6184, -1660, 462
-1502, 7326, -1676, 634
1018, 8152, -1794, 970
3832, 8226, -1772, 1440
6512, 7352, -1502, 1994
8820, 5596, -930, 2508
10366, 3048, -78, 2868
10698, 50, 910, 2832
9906, -3038, 1870, 2478
8140, -5772, 2672, 1814
5662, -7670, 3248, 964
2820, -8678, 3502, -24
56, -8794, 3376, -1140
