# === Measurement Header ===
# Radar Frequency: 13GHz
# Site Name: 
# Radar Angle: 
# Measurement ID: 1
# Polarization: 
# Timestamp: 2024-11-11T08:39:44.003820
# Device Number: 500230001
# Frontend Connected: 4262658049
# Firmware Version: 66821
# Firmware Revision: 129043
# Firmware Date: 420087783
# Min Frequency: 12500000
# Max Frequency: 14500000
# Signal Type: 3
# TX Channel Selection: 1
# RX Channel Selection: 15
# TX Power Setting: 15
# RX Power Setting: 0
# Ramp Init: 1000
# Ramp Time: 102400
# Ramp Reset: 27100
# Ramp Delay: 0
# Radar Cube: 2
# Processing: 1
# Range Window Function: 2
# Min Range Bin: 0
# Max Range Bin: 1023
# Trigger Threshold: 90
# RX Channels: 15
# ==========================

# Comments: 
# ==========================

# Chirp Number: 1
# Timestamp: 2024-11-11T08:39:44.003853
-700, 1362, -3572, -164
-528, 1466, -4024, 526
-216, 1624, -4400, 1434
286, 1720, -4468, 2618
1026, 1684, -4064, 4076
1884, 1364, -2932, 5470
2554, 732, -1176, 6276
2854, -24, 814, 6246
2950, -802, 2882, 5686
3004, -1522, 4728, 4648
2854, -2276, 6106, 3260
2454, -3068, 7252, 1656
1748, -3732, 8154, -236
726, -4234, 8670, -2612
-570, -4344, 8372, -5242
-1870, -3992, 6846, -7592
-3074, -3340, 4166, -9336
-4076, -2336, 790, -9730
-4744, -1060, -2466, -8698
-4978, 466, -4894, -6880
-4542, 1930, -6202, -4870
-3596, 2890, -6732, -3178
-2448, 3506, -7328, -1864
-1272, 3860, -8386, -506
-80, 3902, -9306, 1356
1146, 3658, -9732, 3934
2380, 3174, -9008, 6836
3540, 2284, -6862, 9324
4570, 1000, -3552, 10834
5112, -618, 188, 10802
4910, -2388, 3624, 9526
3838, -3934, 6356, 7452
2142, -4736, 8196, 5130
304, -4564, 9310, 2888
-1114, -3640, 9852, 848
-1692, -2586, 10220, -1234
-1646, -1846, 10458, -3554
-1378, -1678, 10278, -6442
-1234, -1780, 8930, -9122
-1378, -1864, 6334, -11150
-1850, -1866, 2734, -12272
-2562, -1632, -1472, -12132
-3276, -1000, -5504, -10772
-3900, -128, -9086, -8488
-4254, 1092, -11938, -5362
-3994, 2340, -13410, -1662
-3218, 3334, -13430, 2120
-2060, 4066, -12088, 5430
-610, 4406, -9732, 7778
1134, 4308, -7044, 9414
3054, 3594, -4236, 10524
4494, 2198, -1358, 10660
5224, 432, 1438, 10028
5202, -1358, 4158, 8922
4498, -2846, 6464, 7318
3382, -3816, 8184, 5312
2032, -4300, 9368, 3210
676, -4288, 10342, 1020
-500, -3822, 11146, -1568
-1214, -3158, 11182, -4358
-1490, -2592, 10132, -7262
-1564, -2342, 7968, -9886
-1706, -2422, 4746, -11392
-2262, -2438, 944, -11764
-3250, -2132, -3074, -11106
-4294, -1290, -6566, -9372
-4994, -50, -9056, -6812
-5078, 1332, -10486, -3914
-4546, 2584, -10934, -1098
-3590, 3630, -10780, 1700
-2248, 4452, -10162, 4446
-670, 4892, -8776, 6882
1130, 4826, -6556, 8750
2862, 4092, -3714, 9532
4394, 2736, -712, 9272
5508, 844, 2054, 8336
5710, -1156, 4116, 6916
5012, -2742, 5368, 5206
3772, -3858, 6352, 3564
2206, -4424, 7136, 1794
680, -4322, 7346, -42
-616, -3838, 7042, -1900
-1446, -3092, 6250, -3430
-1804, -2360, 5064, -4350
-1736, -1802, 3868, -4704
-1402, -1578, 2908, -4724
-1298, -1942, 2340, -5014
-1740, -2572, 1704, -5704
-2760, -2778, 690, -6254
-4156, -2170, -962, -6480
-5506, -612, -3212, -6254
-6058, 1646, -5646, -5254
-5386, 3920, -7760, -3490
-3586, 5338, -9118, -1248
-1368, 5612, -9454, 1180
738, 5002, -9064, 3588
2374, 3884, -7994, 5828
3302, 2526, -6142, 7528
3856, 1278, -3742, 8726
4178, 176, -988, 9354
4192, -896, 1918, 9146
3850, -1740, 4480, 7928
3340, -2402, 6584, 5996
2754, -3066, 8456, 3568
1982, -3586, 9462, 808
1108, -3980, 9548, -2162
132, -4306, 8668, -4906
-940, -4396, 6612, -6740
-1890, -4116, 3998, -7312
-2954, -3588, 1628, -6980
-4124, -2804, -196, -6280
-5122, -1646, -1370, -5550
-5586, -144, -2150, -4952
-5348, 1404, -3032, -4540
-4442, 2714, -4232, -4112
-3162, 3398, -5740, -3306
-1886, 3538, -7440, -1846
-894, 3306, -8660, 286
-132, 2964, -8990, 2884
606, 2722, -8290, 5622
1284, 2368, -6554, 7830
1818, 1860, -4064, 9122
2226, 1292, -1222, 9434
2538, 628, 1862, 9222
2786, -144, 5114, 8222
2812, -854, 7886, 6204
2596, -1572, 10020, 3272
2164, -2142, 11026, -276
1556, -2584, 10664, -4102
930, -2792, 8746, -7498
458, -2758, 5452, -9378
196, -2746, 1718, -9482
-46, -2940, -1724, -8160
-524, -3304, -4212, -5926
-1320, -3448, -5454, -3394
-2296, -3372, -5550, -1216
-3468, -3058, -4960, 294
-4738, -2302, -4216, 1058
-5784, -1074, -3566, 1314
-6354, 500, -3272, 1332
-6284, 2256, -3438, 1546
-5680, 3950, -3898, 2342
-4412, 5204, -4044, 3556
-2744, 5880, -3510, 4946
-922, 6072, -2134, 6106
1006, 5898, -70, 6820
3000, 5304, 2504, 6814
4784, 4220, 5158, 5862
6186, 2598, 7412, 4052
7136, 522, 9188, 1528
7370, -1718, 9926, -1512
6832, -3896, 9568, -4718
5616, -5748, 8040, -7716
3882, -6944, 5266, -9820
1834, -7658, 1580, -10736
-458, -7876, -2582, -10278
-2708, -7434, -6328, -8298
-4712, -6376, -9016, -5294
-6564, -4924, -10650, -1760
-8036, -3072, -10958, 1920
-8868, -970, -9898, 5044
-9182, 1178, -7854, 7414
-9028, 3342, -5196, 8846
-8140, 5292, -2420, 9318
-6624, 6866, 184, 9072
-4558, 8202, 2804, 8426
-1982, 9236, 5616, 7378
824, 9298, 7928, 5578
3744, 8442, 9576, 3160
6760, 6818, 10756, 274
9282, 4286, 11090, -2872
10632, 1054, 10176, -5686
10780, -2398, 8400, -8056
9662, -5794, 5906, -10028
7320, -8414, 2664, -11242
4138, -9810, -1006, -11280
806, -9898, -4580, -10054
-2344, -9154, -7764, -7886
-5264, -7794, -10492, -5024
-7538, -5748, -12124, -1712
-8988, -3278, -12564, 1740
-9476, -718, -11918, 4978
-8994, 1766, -10428, 7876
-7690, 3696, -8112, 10336
-5916, 4858, -4938, 12110
-4260, 5286, -978, 12966
-2982, 5274, 3192, 12432
-2008, 5184, 6922, 10662
-1112, 5258, 10046, 7950
30, 5368, 12220, 4656
1548, 5180, 13498, 1098
3222, 4480, 13970, -2654
4632, 3214, 13356, -6280
5518, 1572, 11690, -9536
5720, -94, 8924, -12086
5362, -1534, 5308, -13688
4698, -2628, 1140, -14194
3998, -3474, -3080, -13430
3228, -4308, -7022, -11522
2172, -5112, -10360, -8776
724, -5608, -12612, -5458
-1110, -5652, -14042, -1836
-3102, -5154, -14826, 2024
-4714, -4120, -14538, 5730
-5820, -2676, -13190, 9130
-6402, -1060, -10830, 12248
-6470, 438, -7348, 14582
-6144, 1674, -3066, 15746
-5558, 2702, 1744, 15558
-4918, 3772, 6868, 14302
-4076, 4700, 11706, 11678
-2804, 5282, 15256, 7784
-1280, 5476, 16382, 3098
262, 5198, 16382, -2002
1556, 4532, 16382, -6876
2488, 3776, 15454, -11172
3304, 3006, 12052, -14896
4088, 2220, 7374, -16384
4614, 1356, 1944, -16384
5118, 314, -3736, -16384
5514, -974, -9052, -14748
5566, -2364, -13022, -10788
5102, -3744, -15352, -6288
4184, -5274, -16384, -1724
2692, -6764, -16384, 2638
452, -7706, -15682, 6534
-2398, -7824, -13924, 9868
-5384, -6876, -11380, 12580
-7808, -4864, -8146, 14378
-9164, -2320, -4372, 15252
-9706, 422, -62, 15490
-9476, 3088, 4636, 14758
-8454, 5352, 9172, 12788
-6780, 7182, 13126, 9662
-4518, 8634, 16326, 5628
-1666, 9278, 16382, 954
1396, 8840, 16382, -3990
4180, 7330, 16382, -8900
6090, 5098, 15006, -13008
7044, 2702, 10604, -15860
7480, 376, 5134, -16384
7162, -1726, -702, -16384
6208, -3366, -5934, -15556
4828, -4594, -10072, -12342
3166, -5500, -13458, -8574
1272, -5866, -15688, -4454
-444, -5464, -16206, -366
-1750, -4588, -15466, 3430
-2744, -3810, -14112, 6986
-3516, -3188, -12046, 10000
-4094, -2610, -9244, 11950
-4656, -1926, -6138, 12878
-5480, -1070, -2890, 13548
-6240, 196, 616, 13752
-6478, 1746, 4210, 12954
-6090, 3286, 7796, 11252
-5124, 4734, 11408, 8728
-3664, 5684, 14382, 5240
-1942, 5960, 16246, 1048
-318, 5808, 16382, -3540
1012, 5216, 15276, -7654
2234, 4592, 12610, -11092
3578, 3924, 9036, -13714
4720, 2842, 4864, -14668
5450, 1364, 728, -14164
5766, -384, -3126, -12962
5524, -2226, -6792, -11394
4658, -3724, -9992, -9208
3334, -4660, -12452, -6304
1860, -5012, -13978, -2770
408, -5052, -14584, 1054
-1148, -5058, -14590, 5338
-2668, -4812, -13262, 9314
-4074, -4232, -10410, 12210
-5444, -3278, -6552, 13798
-6692, -1798, -2196, 14048
-7468, 56, 2014, 13008
-7404, 2068, 5540, 10934
-6650, 3868, 8332, 8416
-5380, 5218, 10486, 5664
-3868, 6006, 11850, 2726
-2326, 6326, 12356, -188
-834, 6462, 12254, -3116
752, 6354, 11410, -5792
2332, 5884, 9734, -7964
3902, 4996, 7368, -9482
5446, 3682, 4524, -10488
6894, 1852, 1412, -10902
7836, -552, -1820, -10596
7762, -3128, -4606, -9346
6492, -5246, -6670, -7290
4250, -6884, -8322, -5034
1356, -7686, -9588, -2648
-1930, -7420, -10512, -60
-4720, -6028, -10832, 2686
-6422, -3896, -10174, 5296
-7154, -1814, -8648, 7640
-7348, 12, -6388, 9516
-7186, 1620, -3432, 10380
-6666, 2986, -346, 10134
-5786, 4334, 2570, 9202
-4420, 5540, 5198, 7796
-2620, 6284, 7426, 5944
-638, 6350, 9212, 3686
1190, 5654, 10250, 1040
2622, 4548, 10476, -1936
3474, 3276, 9608, -4722
3772, 2064, 7646, -6552
3840, 1116, 5284, -7614
3844, 306, 2880, -7916
4026, -602, 670, -7786
4048, -1746, -1316, -7204
3568, -2936, -3002, -6222
2400, -4032, -4602, -5002
586, -4626, -6046, -3448
-1458, -4412, -6934, -1662
-3170, -3468, -7068, 180
-4320, -2084, -6612, 1854
-4976, -516, -5886, 3262
-5000, 1016, -4864, 4312
-4426, 2440, -3672, 5244
-3314, 3444, -2278, 5942
-1868, 3790, -522, 6238
-464, 3450, 1570, 6044
448, 2604, 3548, 5156
730, 1654, 5128, 3580
562, 1074, 6170, 1612
224, 874, 6430, -546
-82, 908, 5744, -2378
-118, 1084, 4450, -3628
38, 1266, 2870, -4252
356, 1326, 1300, -4250
628, 1142, 70, -3726
754, 794, -738, -3022
610, 538, -1174, -2396
282, 548, -1440, -1910
276, 892, -1790, -1532
756, 1184, -2172, -1088
1536, 1004, -2442, -622
2224, 312, -2594, 14
2444, -730, -2582, 766
2120, -1774, -2320, 1592
1258, -2654, -1606, 2368
120, -3020, -458, 2704
-1126, -2846, 840, 2428
-2468, -2324, 2142, 1532
-3768, -1376, 2978, 92
-4644, -86, 2882, -1532
-4758, 1256, 1956, -2612
-4366, 2558, 468, -3016
-3558, 3858, -1250, -2706
-2272, 4690, -2624, -1714
-636, 4938, -3348, -410
1002, 4476, -3338, 930
2288, 3454, -2746, 1894
3164, 2194, -1906, 2534
3420, 882, -1006, 2896
3114, -182, -58, 3108
2436, -754, 1026, 3074
1702, -866, 2180, 2678
1238, -742, 3396, 1836
1096, -606, 4248, 672
1142, -710, 4608, -726
1152, -974, 4428, -2138
1044, -1298, 3720, -3360
774, -1778, 2582, -4318
218, -2262, 1074, -4776
-588, -2456, -500, -4596
-1600, -2284, -1720, -3860
-2570, -1716, -2492, -2968
-3442, -858, -3034, -2228
-4058, 246, -3600, -1656
-4272, 1454, -4222, -934
-4034, 2612, -4644, 82
-3236, 3584, -4772, 1218
-2064, 4206, -4442, 2288
-738, 4340, -3770, 3286
656, 3954, -2868, 4118
1740, 3176, -1742, 4664
2332, 2180, -392, 4916
2516, 1290, 1220, 4736
2332, 716, 2854, 4040
2030, 500, 4092, 2920
1944, 476, 4784, 1594
2194, 498, 5100, 392
2812, 118, 5190, -670
3312, -816, 5310, -1696
3400, -2078, 5390, -2950
2796, -3228, 4882, -4230
1522, -4218, 3694, -5682
-428, -4802, 1730, -6954
-2566, -4448, -506, -7196
-4120, -3268, -2568, -6398
-5306, -1586, -4374, -5136
-5966, 370, -5880, -3538
-5832, 2190, -6812, -1702
-5160, 3708, -7180, 124
-3846, 4802, -6960, 1858
-2162, 5346, -6318, 3380
-402, 5216, -5324, 4620
1098, 4458, -4054, 5464
1998, 3500, -2736, 6012
2368, 2530, -1248, 6324
2362, 1896, 428, 6308
2280, 1584, 2334, 5904
2428, 1450, 4278, 5044
2946, 1298, 6144, 3632
3744, 770, 7430, 1754
4426, -252, 7988, -364
4724, -1680, 7730, -2482
4356, -3432, 6958, -4526
3012, -4996, 5604, -6306
1020, -5700, 3712, -7292
-1346, -5486, 1424, -7722
-3710, -4396, -1090, -7594
-5430, -2634, -3442, -6708
-6226, -670, -5184, -5248
-6216, 1176, -6382, -3526
-5628, 2650, -7118, -1698
-4736, 3834, -7478, 156
-3610, 4848, -7528, 1998
-2300, 5470, -7180, 3660
-918, 5544, -6242, 4904
442, 5092, -4894, 5820
1842, 4516, -3258, 6910
3114, 3682, -1056, 7750
4098, 2598, 1702, 7724
4626, 1416, 4468, 6680
4614, 226, 6666, 4654
4292, -762, 8058, 1894
3716, -1502, 8142, -928
3064, -2064, 7014, -3148
2362, -2472, 5216, -4460
1644, -2792, 3238, -5020
828, -3006, 1384, -4912
-122, -3150, 10, -4388
-1110, -3012, -866, -3682
-2024, -2542, -1302, -2954
-2850, -1832, -1448, -2504
-3498, -926, -1530, -2390
-3808, -26, -1756, -2344
-3962, 930, -2336, -2356
-3978, 1894, -3348, -2128
-3732, 2994, -4588, -1414
-3018, 3998, -5734, -118
-1814, 4606, -6276, 1582
-356, 4712, -6038, 3552
1056, 4310, -4928, 5492
2196, 3614, -2904, 6886
2852, 2808, -304, 7276
3242, 2088, 2524, 6494
3718, 1392, 4966, 4756
4112, 600, 6384, 2386
4310, -396, 6550, 38
4162, -1604, 5700, -1854
3516, -2668, 4246, -2980
2426, -3298, 2674, -3274
1124, -3396, 1352, -2966
-44, -3058, 512, -2290
-988, -2522, 254, -1730
-1716, -1948, 470, -1594
-2190, -1354, 652, -1966
-2508, -772, 360, -2502
